timestamp,user_id,host_computer,device_id,device_type,action,file_name,file_size_kb
2026-08-12 11:58:00,EMP1103,WORKSTATION-05,USB-7E7166AC,External HDD,DISCONNECT,backup.zip,
2026-08-12 11:41:00,EMP1001,WORKSTATION-03,USB-371F7459,USB Flash Drive,CONNECT,meeting_notes.docx,3776.1
2026-08-16 12:08:00,EMP1001,WORKSTATION-08,USB-2DF87A6D,SD Card,DISCONNECT,notes.txt,4213.1
2026-08-19 16:09:00,EMP1001,WORKSTATION-06,USB-331CE692,External HDD,DELETE,presentation.pptx,228.3
08/16/2026 11:55,EMP1042,WORKSTATION-08,USB-EBB63547,Smartphone,COPY,backup.zip,4786.0
2026-08-10 10:11:00,EMP1077,WORKSTATION-06,USB-EF39E2B3,Smartphone,CONNECT,invoice.pdf,4256.8
2026-08-14 17:04:00,EMP1001,WORKSTATION-02,USB-A84A167F,Smartphone,DELETE,invoice.pdf,2987.5
2026-08-10 10:12:00,EMP1188,WORKSTATION-05,USB-C7BB7B52,SD Card,COPY,photo.jpg,1911.6
2026-08-19 16:13:00,EMP1188,WORKSTATION-02,USB-C9CDFD9A,USB Flash Drive,DISCONNECT,schedule.xlsx,1136.7
2026-08-05 13:07:00,EMP1204,WORKSTATION-07,USB-99678EE2,External HDD,DISCONNECT,backup.zip,602.4
2026-08-10 13:18:00,EMP1001,WORKSTATION-03,USB-6DE0DC2B,Smartphone,CONNECT,weekly_report.xlsx,3268.4
2026-08-06 12:06:00,EMP1204,WORKSTATION-07,USB-F39D3B4A,USB Flash Drive,RENAME,meeting_notes.docx,4645.9
2026-08-07 16:48:00,EMP1188,WORKSTATION-01,USB-F0ADB183,SD Card,DISCONNECT,presentation.pptx,51.8
2026-08-12 14:04:00,EMP1150,WORKSTATION-07,USB-5B83A6B2,Smartphone,COPY,notes.txt,3323.7
2026-08-01 14:21:00,EMP1077,WORKSTATION-05,USB-5F35FF4B,SD Card,RENAME,invoice.pdf,4024.3
08/13/2026 15:02,EMP1188,WORKSTATION-04,USB-BACB508D,External HDD,DELETE,notes.txt,1283.2
2026-08-02 18:26:00,EMP1233,WORKSTATION-01,USB-3078CC2F,External HDD,RENAME,meeting_notes.docx,1218.5
2026-08-09 02:01:00,EMP1188,WORKSTATION-05,USB-4DDAF34B,External HDD,COPY,client_database.csv,159319.9
2026-08-18 13:05:00,EMP1150,WORKSTATION-07,USB-DF130E8E,External HDD,DELETE,meeting_notes.docx,1337.0
2026-08-09 17:40:00,EMP1077,WORKSTATION-06,USB-2CEA1B0D,USB Flash Drive,CONNECT,schedule.xlsx,2286.9
2026-08-10 03:30:00,EMP1233,WORKSTATION-05,USB-182E5747,USB Flash Drive,COPY,client_database.csv,134637.0
2026-08-06 10:56:00,EMP1204,WORKSTATION-04,USB-4C1DD3D7,Smartphone,DELETE,meeting_notes.docx,913.2
2026-08-01 09:59:00,EMP1077,WORKSTATION-05,USB-2E4A45E2,SD Card,DISCONNECT,schedule.xlsx,2293.5
2026-08-10 09:25:00,EMP1188,WORKSTATION-02,USB-61661DB3,External HDD,CONNECT,notes.txt,875.9
2026-08-13 13:49:00,EMP1233,WORKSTATION-05,USB-B3D4841B,External HDD,DISCONNECT,backup.zip,
2026-08-13 18:50:00,EMP1188,WORKSTATION-02,USB-D787B6A2,SD Card,DISCONNECT,schedule.xlsx,4824.8
2026-08-08 15:40:00,EMP1188,WORKSTATION-03,USB-6D6827F1,USB Flash Drive,RENAME,weekly_report.xlsx,2650.9
2026-08-19 17:28:00,EMP1042,WORKSTATION-08,USB-74408470,Smartphone,RENAME,notes.txt,4323.9
2026-08-06 10:17:00,EMP1204,WORKSTATION-05,USB-7143A931,Smartphone,COPY,backup.zip,2475.8
2026-08-18 08:29:00,EMP1001,WORKSTATION-08,USB-635CAC38,Smartphone,CONNECT,notes.txt,1276.9
2026-08-18 15:57:00,EMP1150,WORKSTATION-08,USB-A4144582,External HDD,DISCONNECT,schedule.xlsx,2261.3
2026-08-13 14:29:00,EMP1042,WORKSTATION-01,USB-2C017696,External HDD,COPY,presentation.pptx,1862.9
2026-08-19 10:56:00,EMP1150,WORKSTATION-01,USB-B3735F5E,Smartphone,DELETE,weekly_report.xlsx,4171.8
2026-08-02 14:17:00,EMP1103,WORKSTATION-01,USB-05FC3D89,External HDD,DISCONNECT,weekly_report.xlsx,4746.1
2026-08-05 14:58:00,EMP1103,WORKSTATION-03,USB-BDCA7946,SD Card,CONNECT,backup.zip,4337.9
2026-08-02 10:45:00,EMP1204,WORKSTATION-06,USB-7B98A690,External HDD,COPY,weekly_report.xlsx,238.6
2026-08-21 09:38:00,EMP1103,WORKSTATION-06,USB-DC30543F,Smartphone,DISCONNECT,photo.jpg,833.7
2026-08-11 10:50:00,EMP1150,WORKSTATION-03,USB-1D25C904,External HDD,RENAME,meeting_notes.docx,1400.8
2026-08-18 12:59:00,EMP1077,WORKSTATION-05,USB-435AD84E,USB Flash Drive,CONNECT,presentation.pptx,1337.0
2026-08-08 16:38:00,EMP1150,WORKSTATION-04,USB-88B40EF7,USB Flash Drive,RENAME,backup.zip,3899.3
2026-08-20 15:16:00,EMP1204,WORKSTATION-03,USB-D39B3766,External HDD,RENAME,photo.jpg,3612.6
2026-08-03 16:15:00,EMP1233,WORKSTATION-04,USB-CC31667B,USB Flash Drive,COPY,schedule.xlsx,1086.9
2026-08-14 11:11:00,EMP1233,WORKSTATION-03,USB-CAF9FE9B,SD Card,RENAME,schedule.xlsx,270.1
2026-08-16 01:03:00,EMP1188,WORKSTATION-01,USB-64A93024,USB Flash Drive,COPY,passwords.txt,176565.4
2026-08-07 13:51:00,EMP1001,WORKSTATION-04,USB-1B7CBA7C,USB Flash Drive,COPY,notes.txt,1412.7
2026-08-03 16:40:00,EMP1077,WORKSTATION-04,USB-1422C1FA,SD Card,CONNECT,photo.jpg,4531.5
2026-08-06 18:42:00,EMP1204,WORKSTATION-07,USB-034BC9C8,Smartphone,DELETE,invoice.pdf,165.4
2026-08-18 13:25:00,EMP1103,WORKSTATION-01,USB-3E190AA2,USB Flash Drive,RENAME,weekly_report.xlsx,1564.6
2026-08-15 15:07:00,EMP1204,WORKSTATION-02,USB-3D1FA2E4,Smartphone,CONNECT,photo.jpg,
2026-08-08 08:30:00,EMP1001,WORKSTATION-07,USB-33E5D91A,USB Flash Drive,COPY,invoice.pdf,4602.7
2026-08-03 18:50:00,EMP1188,WORKSTATION-08,USB-F50CBB7A,Smartphone,CONNECT,invoice.pdf,2587.8
2026-08-07 10:31:00,EMP1204,WORKSTATION-08,USB-F3507EA7,USB Flash Drive,RENAME,schedule.xlsx,
2026-08-21 08:04:00,EMP1001,WORKSTATION-03,USB-DA723A5F,USB Flash Drive,DELETE,notes.txt,2575.2
2026-08-05 18:55:00,EMP1233,WORKSTATION-06,USB-20F7D61A,USB Flash Drive,DELETE,weekly_report.xlsx,4366.1
2026-08-03 16:41:00,EMP1077,WORKSTATION-06,USB-54659CA1,USB Flash Drive,DISCONNECT,meeting_notes.docx,1253.8
2026-08-09 13:39:00,EMP1204,WORKSTATION-06,USB-AE7893A4,External HDD,DELETE,weekly_report.xlsx,4261.8
2026-08-19 13:36:00,EMP1103,WORKSTATION-07,USB-40FEEA67,Smartphone,RENAME,notes.txt,1199.8
2026-08-21 09:01:00,EMP1042,WORKSTATION-07,USB-01398BB6,SD Card,COPY,photo.jpg,1131.6
08/13/2026 09:56,EMP1188,WORKSTATION-05,USB-3B36A45C,USB Flash Drive,RENAME,photo.jpg,2903.0
2026-08-03 12:54:00,EMP1204,WORKSTATION-03,USB-2DCC276A,External HDD,CONNECT,meeting_notes.docx,3316.4
2026-08-01 12:13:00,EMP1204,WORKSTATION-07,USB-B1894483,External HDD,CONNECT,meeting_notes.docx,4744.4
2026-08-14 02:24:00,EMP1233,WORKSTATION-08,USB-0429B0E5,USB Flash Drive,COPY,confidential_report.pdf,161862.5
2026-08-14 01:03:00,EMP1042,WORKSTATION-06,USB-33BBB443,USB Flash Drive,COPY,passwords.txt,135765.5
2026-08-07 18:13:00,EMP1001,WORKSTATION-07,USB-7943BB7A,Smartphone,COPY,weekly_report.xlsx,
2026-08-13 14:43:00,EMP1188,WORKSTATION-03,USB-14A85F87,SD Card,CONNECT,schedule.xlsx,3567.8
2026-08-06 13:01:00,EMP1042,WORKSTATION-05,USB-23D6E5C2,USB Flash Drive,DISCONNECT,presentation.pptx,3766.2
2026-08-15 10:32:00,EMP1150,WORKSTATION-01,USB-6DB9051F,USB Flash Drive,DELETE,schedule.xlsx,2828.3
2026-08-14 16:07:00,EMP1233,WORKSTATION-04,USB-F0CD87F0,SD Card,CONNECT,schedule.xlsx,2252.4
2026-08-07 15:19:00,EMP1150,WORKSTATION-01,USB-3D2BF604,External HDD,DELETE,backup.zip,4265.4
2026-08-05 00:27:00,EMP1042,WORKSTATION-07,USB-3D295BC1,External HDD,COPY,merger_agreement.docx,98919.0
2026-08-05 23:42:00,EMP1042,WORKSTATION-02,USB-AC6C3068,External HDD,COPY,merger_agreement.docx,182248.1
2026-08-07 11:47:00,EMP1150,WORKSTATION-02,USB-D454B200,Smartphone,DELETE,backup.zip,3628.4
2026-08-16 16:22:00,EMP1150,WORKSTATION-01,USB-CF9F6EF2,External HDD,RENAME,photo.jpg,4870.4
2026-08-06 18:39:00,EMP1001,WORKSTATION-02,USB-0A9AC6A7,Smartphone,RENAME,notes.txt,4215.8
2026-08-21 12:30:00,EMP1233,WORKSTATION-07,USB-7395BBDF,External HDD,DISCONNECT,invoice.pdf,
2026-08-21 17:42:00,EMP1150,WORKSTATION-03,USB-124B941B,SD Card,DISCONNECT,invoice.pdf,591.6
2026-08-12 08:26:00,EMP1188,WORKSTATION-04,USB-0EDAC24D,External HDD,CONNECT,invoice.pdf,2520.0
2026-08-20 16:49:00,EMP1103,WORKSTATION-02,USB-47C9A575,SD Card,DELETE,schedule.xlsx,2189.2
2026-08-15 13:46:00,EMP1103,WORKSTATION-02,USB-E21B56C3,USB Flash Drive,DISCONNECT,presentation.pptx,4601.1
2026-08-12 17:14:00,EMP1188,WORKSTATION-07,USB-BECCDCA9,USB Flash Drive,DISCONNECT,presentation.pptx,2401.3
2026-08-20 10:55:00,EMP1042,WORKSTATION-02,USB-4C4E26F3,SD Card,COPY,meeting_notes.docx,3213.1
2026-08-09 22:29:00,EMP1001,WORKSTATION-07,USB-1299F11C,External HDD,COPY,merger_agreement.docx,182020.4
2026-08-16 08:00:00,EMP1150,WORKSTATION-01,USB-8B6F2E83,Smartphone,RENAME,invoice.pdf,79.0
2026-08-19 09:21:00,EMP1233,WORKSTATION-06,USB-2FBEC392,Smartphone,COPY,notes.txt,699.5
2026-08-04 09:54:00,EMP1233,WORKSTATION-07,USB-616A52E1,USB Flash Drive,RENAME,photo.jpg,2161.7
2026-08-19 12:51:00,EMP1188,WORKSTATION-02,USB-11D9CB8F,SD Card,CONNECT,presentation.pptx,3496.7
2026-08-06 18:11:00,EMP1233,WORKSTATION-01,USB-597F2E16,SD Card,COPY,photo.jpg,624.4
2026-08-19 11:20:00,EMP1103,WORKSTATION-03,USB-A8F7B74B,SD Card,DELETE,backup.zip,4086.1
2026-08-17 13:03:00,EMP1204,WORKSTATION-06,USB-04F75F6A,SD Card,CONNECT,invoice.pdf,1176.1
2026-08-04 10:34:00,EMP1001,WORKSTATION-05,USB-7B663723,USB Flash Drive,DELETE,presentation.pptx,
2026-08-03 16:18:00,EMP1103,WORKSTATION-05,USB-FDD67D25,Smartphone,RENAME,notes.txt,
2026-08-17 09:22:00,EMP1150,WORKSTATION-01,USB-3F03FCC4,USB Flash Drive,DELETE,weekly_report.xlsx,1430.6
2026-08-06 11:08:00,EMP1150,WORKSTATION-08,USB-F4DC71C3,SD Card,RENAME,notes.txt,2663.6
2026-08-03 14:38:00,EMP1150,WORKSTATION-08,USB-96B50D5F,Smartphone,DISCONNECT,backup.zip,1619.6
2026-08-21 16:50:00,EMP1233,WORKSTATION-06,USB-E86253EC,USB Flash Drive,CONNECT,invoice.pdf,3913.9
2026-08-13 10:45:00,EMP1001,WORKSTATION-04,USB-D6CF0E97,Smartphone,DISCONNECT,weekly_report.xlsx,2086.0
2026-08-15 11:39:00,EMP1077,WORKSTATION-08,USB-FCFFAB84,Smartphone,COPY,schedule.xlsx,
2026-08-12 12:50:00,EMP1103,WORKSTATION-05,USB-ADADC168,USB Flash Drive,DELETE,weekly_report.xlsx,1877.8
2026-08-10 13:55:00,EMP1204,WORKSTATION-08,USB-E6F77E8C,SD Card,CONNECT,notes.txt,1380.6
2026-08-03 18:27:00,EMP1233,WORKSTATION-06,USB-5E4F6D7B,USB Flash Drive,DISCONNECT,schedule.xlsx,925.0
2026-08-20 18:27:00,EMP1188,WORKSTATION-05,USB-92F49F8E,USB Flash Drive,DISCONNECT,presentation.pptx,3928.5
2026-08-10 14:54:00,EMP1204,WORKSTATION-06,USB-ACBDEF8E,USB Flash Drive,DELETE,photo.jpg,2451.4
2026-08-20 15:12:00,EMP1150,WORKSTATION-05,USB-BB778EB4,SD Card,DISCONNECT,backup.zip,2799.3
2026-08-10 16:24:00,EMP1042,WORKSTATION-07,USB-804F5C3F,External HDD,COPY,presentation.pptx,3357.2
2026-08-16 08:18:00,EMP1204,WORKSTATION-06,USB-F6DE6AA8,Smartphone,DELETE,presentation.pptx,3849.5
2026-08-02 09:38:00,EMP1042,WORKSTATION-07,USB-E3068CAF,External HDD,DELETE,notes.txt,3648.2
2026-08-05 08:10:00,EMP1077,WORKSTATION-06,USB-2C4EC0C4,USB Flash Drive,DELETE,notes.txt,2624.6
2026-08-14 16:49:00,EMP1077,WORKSTATION-04,USB-8F76F788,Smartphone,RENAME,schedule.xlsx,
2026-08-03 16:25:00,EMP1150,WORKSTATION-06,USB-82DCEC0A,SD Card,DISCONNECT,invoice.pdf,4127.7
2026-08-18 18:24:00,EMP1077,WORKSTATION-06,USB-1AE4AA2B,USB Flash Drive,COPY,backup.zip,3624.2
2026-08-03 11:43:00,EMP1233,WORKSTATION-02,USB-7E9B662B,USB Flash Drive,COPY,photo.jpg,
2026-08-01 15:47:00,EMP1188,WORKSTATION-02,USB-6B671566,SD Card,DELETE,presentation.pptx,663.3
2026-08-06 15:33:00,EMP1233,WORKSTATION-02,USB-7651267A,SD Card,DELETE,backup.zip,923.8
2026-08-17 14:49:00,EMP1233,WORKSTATION-06,USB-2D89C28D,USB Flash Drive,DELETE,weekly_report.xlsx,
2026-08-17 10:19:00,EMP1150,WORKSTATION-02,USB-4A824882,External HDD,DISCONNECT,presentation.pptx,1626.9
2026-08-21 08:44:00,EMP1042,WORKSTATION-01,USB-3EB94EA4,USB Flash Drive,DISCONNECT,weekly_report.xlsx,2509.3
2026-08-05 15:34:00,EMP1188,WORKSTATION-04,USB-F36D657E,SD Card,DELETE,notes.txt,1675.6
2026-08-13 11:16:00,EMP1042,WORKSTATION-04,USB-06901C9A,External HDD,DISCONNECT,notes.txt,3240.6
2026-08-18 16:32:00,EMP1188,WORKSTATION-07,USB-06CB8F38,SD Card,DELETE,weekly_report.xlsx,150.8
2026-08-04 00:21:00,EMP1077,WORKSTATION-07,USB-21FF5FEB,External HDD,COPY,source_code.zip,74749.6
2026-08-03 14:06:00,EMP1188,WORKSTATION-02,USB-6DF6E044,USB Flash Drive,COPY,presentation.pptx,2790.7
2026-08-01 14:54:00,EMP1042,WORKSTATION-01,USB-0C336AF1,Smartphone,DELETE,photo.jpg,491.7
2026-08-19 08:22:00,EMP1001,WORKSTATION-07,USB-D1FADB6B,Smartphone,RENAME,invoice.pdf,3314.4
2026-08-08 08:42:00,EMP1233,WORKSTATION-02,USB-A2FF2AE7,External HDD,RENAME,photo.jpg,3197.0
2026-08-19 13:51:00,EMP1077,WORKSTATION-04,USB-DCF82009,USB Flash Drive,COPY,meeting_notes.docx,3523.2
2026-08-06 16:41:00,EMP1001,WORKSTATION-01,USB-6D3B0859,SD Card,CONNECT,meeting_notes.docx,4198.6
2026-08-04 14:08:00,EMP1103,WORKSTATION-06,USB-818C4FA1,USB Flash Drive,COPY,notes.txt,3824.0
2026-08-03 18:55:00,EMP1001,WORKSTATION-08,USB-E9398F7C,Smartphone,CONNECT,invoice.pdf,2324.3
2026-08-15 12:12:00,EMP1150,WORKSTATION-05,USB-0D60DCFE,SD Card,DELETE,schedule.xlsx,551.1
2026-08-12 16:35:00,EMP1077,WORKSTATION-02,USB-0FD6FEDE,Smartphone,CONNECT,notes.txt,1223.9
2026-08-05 11:18:00,EMP1001,WORKSTATION-01,USB-98D2F129,External HDD,DISCONNECT,meeting_notes.docx,2904.3
2026-08-10 12:23:00,EMP1188,WORKSTATION-04,USB-569324E9,SD Card,RENAME,schedule.xlsx,2340.7
2026-08-10 14:42:00,EMP1042,WORKSTATION-06,USB-0890B010,Smartphone,COPY,schedule.xlsx,4500.1
2026-08-20 18:53:00,EMP1188,WORKSTATION-06,USB-0D962A0B,External HDD,COPY,meeting_notes.docx,918.5
2026-08-16 03:22:00,EMP1204,WORKSTATION-02,USB-DC9C37C0,USB Flash Drive,COPY,client_database.csv,89169.2
2026-08-10 11:38:00,EMP1077,WORKSTATION-02,USB-EA479B14,SD Card,COPY,photo.jpg,3190.4
2026-08-20 18:15:00,EMP1001,WORKSTATION-08,USB-EA2759A6,Smartphone,DELETE,presentation.pptx,1176.3
2026-08-14 15:30:00,EMP1077,WORKSTATION-02,USB-4C6E8D44,SD Card,DISCONNECT,schedule.xlsx,2765.3
2026-08-08 08:15:00,EMP1077,WORKSTATION-03,USB-AF289FEC,External HDD,RENAME,weekly_report.xlsx,
2026-08-16 09:14:00,EMP1150,WORKSTATION-03,USB-6DDAA199,External HDD,DELETE,weekly_report.xlsx,3659.2
2026-08-11 11:29:00,EMP1188,WORKSTATION-07,USB-995D9DB4,USB Flash Drive,CONNECT,backup.zip,3360.1
2026-08-10 11:25:00,EMP1188,WORKSTATION-07,USB-F85743B5,External HDD,DISCONNECT,backup.zip,3326.5
2026-08-02 08:19:00,EMP1233,WORKSTATION-03,USB-D7312742,Smartphone,RENAME,weekly_report.xlsx,4643.7
2026-08-16 10:40:00,EMP1204,WORKSTATION-02,USB-7998ED60,Smartphone,COPY,photo.jpg,1278.4
2026-08-20 16:01:00,EMP1188,WORKSTATION-04,USB-92A85F8C,USB Flash Drive,RENAME,photo.jpg,
2026-08-03 18:27:00,EMP1150,WORKSTATION-03,USB-B8601EE8,Smartphone,COPY,meeting_notes.docx,37.7
08/09/2026 16:34,EMP1188,WORKSTATION-05,USB-03AD90CD,USB Flash Drive,DELETE,schedule.xlsx,420.6
08/15/2026 13:25,EMP1204,WORKSTATION-02,USB-1F247377,SD Card,DELETE,presentation.pptx,1737.9
2026-08-01 15:39:00,EMP1188,WORKSTATION-02,USB-E52DB9FA,USB Flash Drive,RENAME,weekly_report.xlsx,384.8
2026-08-13 13:50:00,EMP1001,WORKSTATION-01,USB-0BC82E2E,Smartphone,COPY,notes.txt,3779.7
2026-08-15 13:04:00,EMP1042,WORKSTATION-03,USB-EB88567C,External HDD,COPY,meeting_notes.docx,4054.7
2026-08-03 17:18:00,EMP1077,WORKSTATION-07,USB-51045422,SD Card,DISCONNECT,weekly_report.xlsx,428.5
2026-08-10 17:43:00,EMP1204,WORKSTATION-06,USB-1A225343,Smartphone,DISCONNECT,presentation.pptx,3062.6
2026-08-21 09:40:00,EMP1001,WORKSTATION-05,USB-F13865FB,SD Card,DELETE,backup.zip,
2026-08-21 18:24:00,EMP1077,WORKSTATION-08,USB-33D27066,External HDD,RENAME,notes.txt,3487.6
2026-08-03 14:06:00,EMP1188,WORKSTATION-01,USB-45289C21,SD Card,CONNECT,schedule.xlsx,
2026-08-13 16:53:00,EMP1188,WORKSTATION-08,USB-7A8CFBA4,Smartphone,CONNECT,backup.zip,1448.8
2026-08-17 15:00:00,EMP1188,WORKSTATION-01,USB-09ECDDF5,SD Card,COPY,photo.jpg,4036.1
2026-08-06 11:51:00,EMP1150,WORKSTATION-05,USB-58039497,SD Card,RENAME,meeting_notes.docx,4771.3
