timestamp,user_id,host_computer,device_id,device_type,action,file_name,file_size_kb,hour_of_day,is_weekend,is_after_hours,file_extension,is_large_transfer,is_anomaly
2026-08-11 14:50:00,EMP1188,WORKSTATION-08,USB-7D58D793,Smartphone,COPY,notes.txt,1892.8,14,False,False,txt,False,1
2026-08-15 12:23:00,EMP1233,WORKSTATION-03,USB-63C86101,Smartphone,DISCONNECT,weekly_report.xlsx,1675.3,12,True,False,xlsx,False,1
2026-08-12 11:22:00,EMP1077,WORKSTATION-03,USB-CAF99C12,SD Card,COPY,schedule.xlsx,1469.8,11,False,False,xlsx,False,1
2026-08-16 07:24:00,EMP1042,WORKSTATION-01,USB-9B0882B4,External HDD,CONNECT,notes.txt,2651.8,7,True,False,txt,False,1
2026-08-19 12:01:00,EMP1103,WORKSTATION-01,USB-3E7BA904,USB Flash Drive,CONNECT,presentation.pptx,2668.3,12,False,False,pptx,False,1
2026-08-16 18:02:00,EMP1042,WORKSTATION-08,USB-75CD8EDB,Smartphone,DELETE,backup.zip,2594.7,18,True,False,zip,False,1
2026-08-15 13:41:00,EMP1150,WORKSTATION-02,USB-37EE7BDB,SD Card,RENAME,backup.zip,1478.2,13,True,False,zip,False,1
2026-08-20 14:50:00,EMP1204,WORKSTATION-02,USB-DBC90FBD,External HDD,CONNECT,weekly_report.xlsx,4361.8,14,False,False,xlsx,False,1
2026-08-02 07:15:00,EMP1188,WORKSTATION-03,USB-069DDB2B,Smartphone,DISCONNECT,photo.jpg,798.9,7,True,False,jpg,False,1
2026-08-12 13:24:00,EMP1001,WORKSTATION-07,USB-B8285D7E,SD Card,DISCONNECT,notes.txt,2566.0,13,False,False,txt,False,1
2026-08-19 11:06:00,EMP1103,WORKSTATION-03,USB-3DA60CA2,USB Flash Drive,COPY,backup.zip,2044.7,11,False,False,zip,False,1
2026-08-16 08:33:00,EMP1233,WORKSTATION-02,USB-8314B660,Smartphone,COPY,notes.txt,3474.7,8,True,False,txt,False,1
2026-08-01 22:52:00,EMP1188,WORKSTATION-04,USB-E4D8C341,SD Card,CONNECT,presentation.pptx,1714.2,22,True,True,pptx,False,-1
2026-08-20 20:46:00,EMP1001,WORKSTATION-01,USB-042729D5,USB Flash Drive,RENAME,invoice.pdf,1757.4,20,False,True,pdf,False,1
2026-08-20 02:57:00,EMP1103,WORKSTATION-05,USB-FE226384,SD Card,RENAME,invoice.pdf,3522.1,2,False,True,pdf,False,-1
2026-08-17 03:34:00,EMP1042,WORKSTATION-04,USB-A06E5D28,External HDD,COPY,salary_data.xlsx,148249.9,3,False,True,xlsx,True,1
2026-08-13 03:46:00,EMP1204,WORKSTATION-03,USB-E1C28249,USB Flash Drive,COPY,confidential_report.pdf,89540.0,3,False,True,pdf,True,1
2026-08-21 12:20:00,EMP1150,WORKSTATION-04,USB-77FEAF6C,Smartphone,DISCONNECT,presentation.pptx,2668.3,12,False,False,pptx,False,1
2026-08-11 06:34:00,EMP1103,WORKSTATION-08,USB-7DA5B6B4,Smartphone,DELETE,invoice.pdf,2028.2,6,False,False,pdf,False,1
2026-08-04 12:45:00,EMP1103,WORKSTATION-05,USB-4A0DDC56,External HDD,RENAME,backup.zip,3629.4,12,False,False,zip,False,1
2026-08-12 14:24:00,EMP1077,WORKSTATION-04,USB-22D08F12,USB Flash Drive,DELETE,backup.zip,2285.9,14,False,False,zip,False,1
2026-08-07 12:23:00,EMP1103,WORKSTATION-07,USB-E2C2244A,Smartphone,DELETE,photo.jpg,2668.3,12,False,False,jpg,False,1
2026-08-19 17:40:00,EMP1233,WORKSTATION-04,USB-DA7F8B0F,Smartphone,CONNECT,invoice.pdf,2572.8,17,False,False,pdf,False,1
2026-08-14 10:13:00,EMP1188,WORKSTATION-02,USB-10463C01,USB Flash Drive,RENAME,notes.txt,2654.6,10,False,False,txt,False,1
2026-08-17 15:07:00,EMP1233,WORKSTATION-02,USB-8650B107,SD Card,COPY,meeting_notes.docx,788.2,15,False,False,docx,False,1
2026-08-09 20:20:00,EMP1077,WORKSTATION-02,USB-282C2F30,USB Flash Drive,CONNECT,schedule.xlsx,3633.7,20,True,True,xlsx,False,-1
2026-08-16 02:24:00,EMP1150,WORKSTATION-07,USB-81834E09,External HDD,COPY,salary_data.xlsx,170300.0,2,True,True,xlsx,True,-1
2026-08-14 08:28:00,EMP1077,WORKSTATION-02,USB-C8ACF57A,External HDD,COPY,presentation.pptx,3837.7,8,False,False,pptx,False,1
2026-08-12 12:04:00,EMP1001,WORKSTATION-01,USB-F5D8340D,USB Flash Drive,RENAME,backup.zip,1336.8,12,False,False,zip,False,1
2026-08-16 14:06:00,EMP1188,WORKSTATION-07,USB-88D26F36,Smartphone,DISCONNECT,backup.zip,2140.1,14,True,False,zip,False,1
2026-08-17 11:01:00,EMP1001,WORKSTATION-03,USB-0FA9A817,USB Flash Drive,RENAME,weekly_report.xlsx,2096.3,11,False,False,xlsx,False,1
2026-08-09 21:15:00,EMP1233,WORKSTATION-01,USB-C086FF2E,Smartphone,DELETE,weekly_report.xlsx,1329.6,21,True,True,xlsx,False,-1
2026-08-03 12:01:00,EMP1001,WORKSTATION-08,USB-3702C78B,Smartphone,DISCONNECT,notes.txt,2039.7,12,False,False,txt,False,1
2026-08-03 14:11:00,EMP1150,WORKSTATION-05,USB-9F42DFA1,External HDD,RENAME,backup.zip,1871.0,14,False,False,zip,False,1
2026-08-16 15:06:00,EMP1204,WORKSTATION-07,USB-4FF907C1,Smartphone,COPY,presentation.pptx,614.7,15,True,False,pptx,False,1
2026-08-04 16:01:00,EMP1188,WORKSTATION-03,USB-CF322C0B,Smartphone,RENAME,backup.zip,1747.5,16,False,False,zip,False,1
2026-08-05 03:54:00,EMP1103,WORKSTATION-08,USB-FA70B8C9,USB Flash Drive,COPY,salary_data.xlsx,76960.1,3,False,True,xlsx,True,1
2026-08-11 17:54:00,EMP1204,WORKSTATION-04,USB-1A87DE53,Smartphone,RENAME,meeting_notes.docx,2075.9,17,False,False,docx,False,1
2026-08-11 11:10:00,EMP1150,WORKSTATION-02,USB-E38BCE75,Smartphone,DELETE,backup.zip,2240.7,11,False,False,zip,False,1
2026-08-03 03:09:00,EMP1233,WORKSTATION-04,USB-7468F79E,External HDD,COPY,salary_data.xlsx,102445.8,3,False,True,xlsx,True,1
2026-08-13 07:16:00,EMP1150,WORKSTATION-02,USB-26DACDD9,USB Flash Drive,DISCONNECT,schedule.xlsx,103.3,7,False,False,xlsx,False,1
2026-08-12 02:44:00,EMP1001,WORKSTATION-06,USB-FC3932ED,External HDD,COPY,merger_agreement.docx,177596.4,2,False,True,docx,True,-1
2026-08-01 04:33:00,EMP1233,WORKSTATION-04,USB-0E7AD5AD,External HDD,COPY,merger_agreement.docx,176768.8,4,True,True,docx,True,-1
2026-08-17 07:11:00,EMP1042,WORKSTATION-08,USB-5D78F60A,Smartphone,RENAME,invoice.pdf,3503.9,7,False,False,pdf,False,1
2026-08-09 11:37:00,EMP1188,WORKSTATION-01,USB-4C564B32,External HDD,DISCONNECT,meeting_notes.docx,2064.0,11,True,False,docx,False,1
2026-08-02 19:52:00,EMP1103,WORKSTATION-07,USB-1B49961D,USB Flash Drive,DISCONNECT,schedule.xlsx,3137.3,19,True,False,xlsx,False,1
2026-08-06 16:16:00,EMP1233,WORKSTATION-05,USB-C86034E8,USB Flash Drive,COPY,weekly_report.xlsx,849.4,16,False,False,xlsx,False,1
2026-08-05 00:40:00,EMP1204,WORKSTATION-06,USB-C3B09B9A,USB Flash Drive,COPY,salary_data.xlsx,95510.2,0,False,True,xlsx,True,1
2026-08-06 03:01:00,EMP1077,WORKSTATION-05,USB-3034B045,External HDD,RENAME,confidential_report.pdf,140798.7,3,False,True,pdf,True,-1
2026-08-10 10:32:00,EMP1077,WORKSTATION-02,USB-DF8B85B0,External HDD,CONNECT,meeting_notes.docx,2247.8,10,False,False,docx,False,1
2026-08-02 21:52:00,EMP1188,WORKSTATION-04,USB-CC402F32,SD Card,DELETE,notes.txt,4187.0,21,True,True,txt,False,-1
2026-08-03 11:56:00,EMP1103,WORKSTATION-01,USB-88D41600,SD Card,COPY,meeting_notes.docx,1867.0,11,False,False,docx,False,1
2026-08-13 18:30:00,EMP1077,WORKSTATION-01,USB-9DCB2996,USB Flash Drive,DELETE,notes.txt,3135.4,18,False,False,txt,False,1
2026-08-16 07:15:00,EMP1150,WORKSTATION-08,USB-80B54FB5,USB Flash Drive,RENAME,backup.zip,50.0,7,True,False,zip,False,1
2026-08-11 13:05:00,EMP1150,WORKSTATION-08,USB-75F81B49,External HDD,COPY,notes.txt,2758.5,13,False,False,txt,False,1
2026-08-09 10:39:00,EMP1204,WORKSTATION-07,USB-DA3DF182,Smartphone,DISCONNECT,presentation.pptx,3255.8,10,True,False,pptx,False,1
2026-08-01 04:46:00,EMP1233,WORKSTATION-03,USB-D9A3A8C4,External HDD,COPY,merger_agreement.docx,81860.5,4,True,True,docx,True,-1
2026-08-08 06:07:00,EMP1150,WORKSTATION-06,USB-EB7139D5,Smartphone,DELETE,schedule.xlsx,2995.3,6,True,False,xlsx,False,1
2026-08-15 09:58:00,EMP1233,WORKSTATION-02,USB-20742AC9,External HDD,DISCONNECT,photo.jpg,910.0,9,True,False,jpg,False,1
2026-08-06 00:04:00,EMP1001,WORKSTATION-04,USB-D7E72736,USB Flash Drive,CONNECT,photo.jpg,2433.0,0,False,True,jpg,False,-1
2026-08-03 00:58:00,EMP1204,WORKSTATION-04,USB-4442D6BA,USB Flash Drive,CONNECT,meeting_notes.docx,3748.7,0,False,True,docx,False,-1
2026-08-17 07:48:00,EMP1188,WORKSTATION-08,USB-1228028E,Smartphone,DELETE,backup.zip,1494.0,7,False,False,zip,False,1
2026-08-10 14:20:00,EMP1042,WORKSTATION-03,USB-B55979A6,USB Flash Drive,DISCONNECT,meeting_notes.docx,790.4,14,False,False,docx,False,1
2026-08-05 11:52:00,EMP1204,WORKSTATION-02,USB-13BF3B19,External HDD,RENAME,meeting_notes.docx,3110.2,11,False,False,docx,False,1
2026-08-05 06:40:00,EMP1150,WORKSTATION-04,USB-C4CFFC98,USB Flash Drive,COPY,notes.txt,5356.0,6,False,False,txt,False,1
2026-08-08 17:18:00,EMP1204,WORKSTATION-08,USB-D4044CC5,USB Flash Drive,RENAME,schedule.xlsx,4366.3,17,True,False,xlsx,False,1
2026-08-17 12:48:00,EMP1001,WORKSTATION-05,USB-59A02BE5,SD Card,DELETE,weekly_report.xlsx,2383.6,12,False,False,xlsx,False,1
2026-08-04 04:46:00,EMP1204,WORKSTATION-04,USB-3E497F48,USB Flash Drive,COPY,source_code.zip,166052.4,4,False,True,zip,True,-1
2026-08-01 07:30:00,EMP1150,WORKSTATION-02,USB-4F9E349D,Smartphone,CONNECT,backup.zip,2378.0,7,True,False,zip,False,1
2026-08-03 22:13:00,EMP1150,WORKSTATION-05,USB-D14E28CC,Smartphone,CONNECT,meeting_notes.docx,2244.5,22,False,True,docx,False,-1
2026-08-05 17:16:00,EMP1150,WORKSTATION-01,USB-120D7CA1,External HDD,RENAME,meeting_notes.docx,2668.3,17,False,False,docx,False,1
2026-08-16 11:22:00,EMP1042,WORKSTATION-07,USB-1BFD5915,Smartphone,CONNECT,schedule.xlsx,1055.6,11,True,False,xlsx,False,1
2026-08-11 17:43:00,EMP1042,WORKSTATION-02,USB-0EFF8296,SD Card,DELETE,schedule.xlsx,1328.9,17,False,False,xlsx,False,1
2026-08-19 07:51:00,EMP1233,WORKSTATION-06,USB-71B49E08,SD Card,DELETE,backup.zip,1707.0,7,False,False,zip,False,1
2026-08-21 08:45:00,EMP1188,WORKSTATION-07,USB-E3542FDF,SD Card,DELETE,meeting_notes.docx,3034.7,8,False,False,docx,False,1
2026-08-16 13:24:00,EMP1150,WORKSTATION-02,USB-07C60CF4,USB Flash Drive,DISCONNECT,backup.zip,4465.0,13,True,False,zip,False,1
2026-08-18 07:36:00,EMP1077,WORKSTATION-01,USB-620E6CBD,USB Flash Drive,RENAME,meeting_notes.docx,4423.3,7,False,False,docx,False,1
2026-08-03 09:06:00,EMP1233,WORKSTATION-06,USB-AE302ECA,USB Flash Drive,DISCONNECT,schedule.xlsx,3612.6,9,False,False,xlsx,False,1
2026-08-16 12:28:00,EMP1001,WORKSTATION-05,USB-6CE818BA,USB Flash Drive,DISCONNECT,invoice.pdf,1449.4,12,True,False,pdf,False,1
2026-08-19 10:50:00,EMP1150,WORKSTATION-08,USB-F2614172,External HDD,DELETE,photo.jpg,3089.8,10,False,False,jpg,False,1
2026-08-15 12:20:00,EMP1042,WORKSTATION-08,USB-2AF07368,SD Card,DISCONNECT,presentation.pptx,3797.9,12,True,False,pptx,False,1
2026-08-07 13:48:00,EMP1042,WORKSTATION-01,USB-FD133319,Smartphone,DISCONNECT,meeting_notes.docx,2668.3,13,False,False,docx,False,1
2026-08-01 08:22:00,EMP1233,WORKSTATION-02,USB-3100264A,Smartphone,CONNECT,meeting_notes.docx,240.1,8,True,False,docx,False,1
2026-08-01 12:40:00,EMP1077,WORKSTATION-04,USB-5AAFC1C2,USB Flash Drive,DELETE,schedule.xlsx,3674.1,12,True,False,xlsx,False,1
2026-08-21 09:07:00,EMP1233,WORKSTATION-08,USB-B6E357E8,USB Flash Drive,COPY,weekly_report.xlsx,2152.3,9,False,False,xlsx,False,1
2026-08-18 09:55:00,EMP1204,WORKSTATION-07,USB-D61E7DFE,SD Card,CONNECT,invoice.pdf,1160.4,9,False,False,pdf,False,1
2026-08-08 11:22:00,EMP1103,WORKSTATION-05,USB-A6DA6123,External HDD,CONNECT,meeting_notes.docx,3449.8,11,True,False,docx,False,1
2026-08-07 14:32:00,EMP1204,WORKSTATION-03,USB-381C273B,Smartphone,DISCONNECT,meeting_notes.docx,1679.0,14,False,False,docx,False,1
2026-08-19 06:02:00,EMP1103,WORKSTATION-06,USB-CF468B8D,SD Card,COPY,weekly_report.xlsx,50.0,6,False,False,xlsx,False,1
2026-08-07 18:55:00,EMP1077,WORKSTATION-01,USB-E6969C20,USB Flash Drive,DELETE,presentation.pptx,3696.1,18,False,False,pptx,False,1
2026-08-11 14:53:00,EMP1042,WORKSTATION-06,USB-B35FF116,External HDD,DISCONNECT,invoice.pdf,4647.4,14,False,False,pdf,False,1
2026-08-19 00:07:00,EMP1042,WORKSTATION-07,USB-812D8245,USB Flash Drive,COPY,passwords.txt,116656.1,0,False,True,txt,True,1
2026-08-11 16:05:00,EMP1150,WORKSTATION-04,USB-94DBB61F,Smartphone,RENAME,notes.txt,914.4,16,False,False,txt,False,1
2026-08-13 22:09:00,EMP1103,WORKSTATION-08,USB-0CFCEEC6,SD Card,DISCONNECT,presentation.pptx,1234.7,22,False,True,pptx,False,1
2026-08-18 08:39:00,EMP1077,WORKSTATION-07,USB-E89AC48C,Smartphone,COPY,invoice.pdf,4067.6,8,False,False,pdf,False,1
2026-08-05 21:08:00,EMP1001,WORKSTATION-02,USB-F0D987ED,SD Card,CONNECT,presentation.pptx,3069.1,21,False,True,pptx,False,1
2026-08-15 02:52:00,EMP1077,WORKSTATION-04,USB-5B745801,USB Flash Drive,COPY,salary_data.xlsx,116001.9,2,True,True,xlsx,True,-1
2026-08-06 04:22:00,EMP1204,WORKSTATION-07,USB-32162A61,SD Card,DELETE,photo.jpg,2834.6,4,False,True,jpg,False,1
2026-08-14 10:34:00,EMP1103,WORKSTATION-04,USB-35F8AE2C,USB Flash Drive,RENAME,notes.txt,2189.2,10,False,False,txt,False,1
2026-08-10 10:28:00,EMP1188,WORKSTATION-04,USB-02944E74,USB Flash Drive,CONNECT,backup.zip,1843.6,10,False,False,zip,False,1
2026-08-19 12:00:00,EMP1204,WORKSTATION-03,USB-494D6E13,External HDD,RENAME,schedule.xlsx,3063.6,12,False,False,xlsx,False,1
2026-08-19 10:34:00,EMP1188,WORKSTATION-05,USB-A65C86EC,USB Flash Drive,DELETE,weekly_report.xlsx,3879.0,10,False,False,xlsx,False,1
2026-08-06 19:59:00,EMP1233,WORKSTATION-04,USB-F4A901B5,External HDD,DELETE,schedule.xlsx,4619.8,19,False,False,xlsx,False,1
2026-08-05 15:38:00,EMP1042,WORKSTATION-08,USB-339D462D,SD Card,CONNECT,meeting_notes.docx,2668.3,15,False,False,docx,False,1
2026-08-19 12:40:00,EMP1233,WORKSTATION-02,USB-1221AEEF,SD Card,DISCONNECT,meeting_notes.docx,2668.3,12,False,False,docx,False,1
2026-08-12 13:38:00,EMP1188,WORKSTATION-02,USB-AF738CDC,External HDD,RENAME,schedule.xlsx,2248.3,13,False,False,xlsx,False,1
2026-08-07 06:16:00,EMP1001,WORKSTATION-04,USB-893478FA,USB Flash Drive,DELETE,meeting_notes.docx,1384.7,6,False,False,docx,False,1
2026-08-06 20:06:00,EMP1233,WORKSTATION-03,USB-104F3223,SD Card,DISCONNECT,invoice.pdf,1072.5,20,False,True,pdf,False,1
2026-08-16 10:32:00,EMP1150,WORKSTATION-06,USB-9E0693C9,Smartphone,CONNECT,notes.txt,1457.3,10,True,False,txt,False,1
2026-08-02 16:30:00,EMP1077,WORKSTATION-02,USB-69E019DA,USB Flash Drive,RENAME,weekly_report.xlsx,1868.3,16,True,False,xlsx,False,1
2026-08-05 09:40:00,EMP1077,WORKSTATION-03,USB-3B0EABE7,Smartphone,RENAME,weekly_report.xlsx,2803.9,9,False,False,xlsx,False,1
2026-08-11 11:33:00,EMP1188,WORKSTATION-03,USB-C3D7B3EA,USB Flash Drive,COPY,photo.jpg,2504.8,11,False,False,jpg,False,1
2026-08-10 10:53:00,EMP1077,WORKSTATION-01,USB-4CC67EDD,SD Card,DELETE,presentation.pptx,3317.8,10,False,False,pptx,False,1
2026-08-08 15:00:00,EMP1001,WORKSTATION-07,USB-6BD9C6F3,USB Flash Drive,CONNECT,photo.jpg,2992.2,15,True,False,jpg,False,1
2026-08-12 13:31:00,EMP1204,WORKSTATION-06,USB-CDEE102E,SD Card,DISCONNECT,notes.txt,2768.9,13,False,False,txt,False,1
2026-08-13 13:44:00,EMP1204,WORKSTATION-02,USB-4F6600D5,SD Card,RENAME,backup.zip,2573.6,13,False,False,zip,False,1
2026-08-15 13:02:00,EMP1077,WORKSTATION-07,USB-6346A344,External HDD,CONNECT,notes.txt,2827.5,13,True,False,txt,False,1
2026-08-14 19:47:00,EMP1233,WORKSTATION-04,USB-166B207A,External HDD,DISCONNECT,invoice.pdf,1193.4,19,False,False,pdf,False,1
2026-08-13 11:11:00,EMP1042,WORKSTATION-04,USB-3FC39136,Smartphone,CONNECT,photo.jpg,985.6,11,False,False,jpg,False,1
2026-08-04 02:28:00,EMP1188,WORKSTATION-05,USB-EF2299C0,USB Flash Drive,COPY,passwords.txt,100523.6,2,False,True,txt,True,1
2026-08-07 09:56:00,EMP1042,WORKSTATION-05,USB-AD18B858,SD Card,CONNECT,schedule.xlsx,3526.3,9,False,False,xlsx,False,1
2026-08-14 15:03:00,EMP1001,WORKSTATION-03,USB-AEB68F3A,External HDD,RENAME,schedule.xlsx,4514.1,15,False,False,xlsx,False,1
2026-08-03 22:30:00,EMP1103,WORKSTATION-06,USB-261C070E,External HDD,RENAME,backup.zip,3295.3,22,False,True,zip,False,-1
2026-08-06 07:18:00,EMP1204,WORKSTATION-04,USB-486636D8,External HDD,DISCONNECT,backup.zip,3050.1,7,False,False,zip,False,1
2026-08-01 17:21:00,EMP1150,WORKSTATION-01,USB-E827FD61,External HDD,CONNECT,invoice.pdf,3951.5,17,True,False,pdf,False,1
2026-08-15 09:53:00,EMP1042,WORKSTATION-06,USB-2D506111,USB Flash Drive,RENAME,schedule.xlsx,3439.5,9,True,False,xlsx,False,1
2026-08-15 13:10:00,EMP1042,WORKSTATION-04,USB-494C279C,SD Card,DISCONNECT,meeting_notes.docx,1936.8,13,True,False,docx,False,1
2026-08-10 03:45:00,EMP1204,WORKSTATION-06,USB-BF522C62,USB Flash Drive,COPY,source_code.zip,144545.8,3,False,True,zip,True,1
2026-08-17 15:13:00,EMP1077,WORKSTATION-07,USB-981203FA,Smartphone,COPY,photo.jpg,735.9,15,False,False,jpg,False,1
2026-08-03 07:07:00,EMP1077,WORKSTATION-05,USB-D7E86968,External HDD,RENAME,weekly_report.xlsx,2240.2,7,False,False,xlsx,False,1
2026-08-21 03:09:00,EMP1188,WORKSTATION-07,USB-0E6EA3D6,USB Flash Drive,COPY,salary_data.xlsx,145287.4,3,False,True,xlsx,True,1
2026-08-04 07:42:00,EMP1150,WORKSTATION-03,USB-76848F1C,Smartphone,DELETE,notes.txt,1816.6,7,False,False,txt,False,1
2026-08-06 16:47:00,EMP1001,WORKSTATION-08,USB-027D14AC,SD Card,CONNECT,invoice.pdf,2547.7,16,False,False,pdf,False,1
2026-08-05 23:05:00,EMP1150,WORKSTATION-06,USB-878C8DBC,USB Flash Drive,RENAME,photo.jpg,3055.9,23,False,True,jpg,False,-1
2026-08-21 01:51:00,EMP1001,WORKSTATION-08,USB-0DC21F51,External HDD,COPY,salary_data.xlsx,102429.9,1,False,True,xlsx,True,-1
2026-08-16 08:26:00,EMP1150,WORKSTATION-07,USB-8371B3E8,USB Flash Drive,CONNECT,weekly_report.xlsx,1150.1,8,True,False,xlsx,False,1
2026-08-16 16:05:00,EMP1150,WORKSTATION-04,USB-E388EE84,External HDD,DELETE,meeting_notes.docx,2910.4,16,True,False,docx,False,1
2026-08-14 16:24:00,EMP1204,WORKSTATION-01,USB-11F49E60,SD Card,DISCONNECT,meeting_notes.docx,4392.8,16,False,False,docx,False,1
2026-08-11 08:25:00,EMP1077,WORKSTATION-06,USB-10CD7FF0,External HDD,RENAME,photo.jpg,2822.2,8,False,False,jpg,False,1
2026-08-08 10:41:00,EMP1001,WORKSTATION-07,USB-CA94BC01,SD Card,DISCONNECT,notes.txt,2818.4,10,True,False,txt,False,1
2026-08-02 10:45:00,EMP1204,WORKSTATION-03,USB-C80B3D0C,USB Flash Drive,DELETE,photo.jpg,307.5,10,True,False,jpg,False,1
2026-08-05 16:57:00,EMP1233,WORKSTATION-07,USB-008B71ED,External HDD,RENAME,backup.zip,3315.6,16,False,False,zip,False,1
2026-08-17 09:26:00,EMP1077,WORKSTATION-04,USB-82AF7B09,Smartphone,DISCONNECT,presentation.pptx,1591.0,9,False,False,pptx,False,1
2026-08-06 02:11:00,EMP1077,WORKSTATION-05,USB-0EBECE60,USB Flash Drive,COPY,client_database.csv,162126.7,2,False,True,csv,True,1
2026-08-05 09:37:00,EMP1001,WORKSTATION-01,USB-04D8FB1A,SD Card,DISCONNECT,presentation.pptx,3159.2,9,False,False,pptx,False,1
2026-08-20 17:59:00,EMP1001,WORKSTATION-02,USB-31DF7A06,External HDD,DISCONNECT,meeting_notes.docx,3056.1,17,False,False,docx,False,1
2026-08-18 12:52:00,EMP1204,WORKSTATION-01,USB-4A71204A,Smartphone,CONNECT,meeting_notes.docx,1226.6,12,False,False,docx,False,1
2026-08-01 08:12:00,EMP1188,WORKSTATION-04,USB-2BB6083D,Smartphone,DISCONNECT,invoice.pdf,2325.6,8,True,False,pdf,False,1
2026-08-08 12:20:00,EMP1077,WORKSTATION-05,USB-BBF42DAB,External HDD,RENAME,notes.txt,3427.9,12,True,False,txt,False,1
2026-08-21 16:08:00,EMP1042,WORKSTATION-07,USB-91ECD83B,Smartphone,DISCONNECT,schedule.xlsx,2706.0,16,False,False,xlsx,False,1
